day_of_year,hour_of_day,time_in_secs
04-16-18,19,2375
04-16-18,20,2355
04-16-18,21,2493
04-16-18,22,2544
04-16-18,23,2658
04-17-18,0,2265
04-17-18,1,2328
04-17-18,2,2351
04-17-18,3,2567
04-17-18,4,2683
04-17-18,5,2158
04-17-18,6,2782
04-17-18,7,2807
04-17-18,8,2944
04-17-18,9,3094
04-17-18,10,2177
04-17-18,11,2205
04-17-18,12,1970
04-17-18,13,2571
04-17-18,14,2771
04-17-18,15,2147
04-17-18,16,2664
04-17-18,17,2383
04-17-18,18,2770
04-17-18,19,2946
04-17-18,20,2127
04-17-18,21,2052
04-17-18,22,2508
04-17-18,23,2707
04-18-18,0,2814
04-18-18,1,2653
04-18-18,2,2399
04-18-18,3,2082
04-18-18,4,2719
04-18-18,5,2202
04-18-18,6,2767
04-18-18,7,3799
04-18-18,8,3085
04-18-18,9,2301
04-18-18,10,2914
04-18-18,11,1946
04-18-18,12,2456
04-18-18,13,2632
04-18-18,14,2554
04-18-18,15,2468
04-18-18,16,2184
04-18-18,17,2487
04-18-18,18,2489
04-18-18,19,2459
04-18-18,20,2032
04-18-18,21,2566
04-18-18,22,2282
04-18-18,23,2961
04-19-18,0,2104
04-19-18,1,2292
04-19-18,2,2097
04-19-18,3,2058
04-19-18,4,2827
04-19-18,5,2544
04-19-18,6,2335
04-19-18,7,3036
04-19-18,8,2661
04-19-18,9,2982
04-19-18,10,2382
04-19-18,11,2445
04-19-18,12,2551
04-19-18,13,2091
04-19-18,14,2914
04-19-18,15,2284
04-19-18,16,2962
04-19-18,17,2996
04-19-18,18,2375
04-19-18,19,2460
04-19-18,20,2059
04-19-18,21,2134
04-19-18,22,2574
04-19-18,23,2656
04-20-18,0,2738
04-20-18,1,2550
04-20-18,2,2253
04-20-18,3,2369
04-20-18,4,2573
04-20-18,5,2657
04-20-18,6,2838
04-20-18,7,2922
04-20-18,8,2747
04-20-18,9,2563
04-20-18,10,2838
04-20-18,11,1928
04-20-18,12,2488
04-20-18,13,2502
04-20-18,14,2689
04-20-18,15,2629
04-20-18,16,3034
04-20-18,17,2580
04-20-18,18,2811
04-20-18,19,2097
04-20-18,20,2283
04-20-18,21,2037
04-20-18,22,2364
04-20-18,23,2928
04-21-18,0,2341
04-21-18,1,2734
04-21-18,2,2595
04-21-18,3,2348
04-21-18,4,2823
04-21-18,5,2051
04-21-18,6,2305
04-21-18,7,3125
04-21-18,8,3373
04-21-18,9,2458
04-21-18,10,2309
04-21-18,11,2181
04-21-18,12,2441
04-21-18,13,2837
04-21-18,14,2332
04-21-18,15,2254
04-21-18,16,2379
04-21-18,17,2373
04-21-18,18,2671
04-21-18,19,2425
04-21-18,20,2671
04-21-18,21,2443
04-21-18,22,2435
04-21-18,23,2042
04-22-18,0,2925
04-22-18,1,2372
04-22-18,2,2205
04-22-18,3,1926
04-22-18,4,2527
04-22-18,5,2158
04-22-18,6,3094
04-22-18,7,3495
04-22-18,8,3019
04-22-18,9,2588
04-22-18,10,2348
04-22-18,11,2215
04-22-18,12,2852
04-22-18,13,2652
04-22-18,14,2847
04-22-18,15,2666
04-22-18,16,2214
04-22-18,17,2288
04-22-18,18,2093
04-22-18,19,2602
04-22-18,20,2425
04-22-18,21,2558
04-22-18,22,2269
04-22-18,23,2520
04-23-18,0,2516
04-23-18,1,2092
04-23-18,2,2232
04-23-18,3,2253
04-23-18,4,2486
04-23-18,5,2255
04-23-18,6,2474
04-23-18,7,3182
04-23-18,8,3636
04-23-18,9,2984
04-23-18,10,2724
04-23-18,11,2144
04-23-18,12,2760
04-23-18,13,2366
04-23-18,14,2053
04-23-18,15,2798
04-23-18,16,2067
04-23-18,17,2218
04-23-18,18,2155
04-23-18,19,2305
04-23-18,20,2634
04-23-18,21,2697
04-23-18,22,2486
04-23-18,23,2855
04-24-18,0,2376
04-24-18,1,2187
04-24-18,2,2579
04-24-18,3,2337
04-24-18,4,2702
04-24-18,5,3010
04-24-18,6,2806
04-24-18,7,3469
04-24-18,8,3585
04-24-18,9,2127
04-24-18,10,2763
04-24-18,11,2146
04-24-18,12,2728
04-24-18,13,2265
04-24-18,14,1986
04-24-18,15,2741
04-24-18,16,2675
04-24-18,17,2807
04-24-18,18,2983
04-24-18,19,2975
04-24-18,20,2606
04-24-18,21,2269
04-24-18,22,2068
04-24-18,23,2624
04-25-18,0,2300
04-25-18,1,2015
04-25-18,2,2424
04-25-18,3,2179
04-25-18,4,2568
04-25-18,5,2526
04-25-18,6,2524
04-25-18,7,2995
04-25-18,8,3487
04-25-18,9,2750
04-25-18,10,2698
04-25-18,11,2324
04-25-18,12,2113
04-25-18,13,2648
04-25-18,14,2446
04-25-18,15,2830
04-25-18,16,2931
04-25-18,17,2545
04-25-18,18,2882
04-25-18,19,2684
04-25-18,20,2621
04-25-18,21,2776
04-25-18,22,1878
04-25-18,23,2423
04-26-18,0,2271
04-26-18,1,2243
04-26-18,2,2346
04-26-18,3,2233
04-26-18,4,2563
04-26-18,5,2970
04-26-18,6,2422
04-26-18,7,3638
04-26-18,8,2798
04-26-18,9,2371
04-26-18,10,2956
04-26-18,11,2137
04-26-18,12,2579
04-26-18,13,2750
04-26-18,14,2694
04-26-18,15,2879
04-26-18,16,2072
04-26-18,17,2835
04-26-18,18,2007
04-26-18,19,2054
04-26-18,20,2087
04-26-18,21,2336
04-26-18,22,2300
04-26-18,23,2767
04-27-18,0,2622
04-27-18,1,2212
04-27-18,2,1857
04-27-18,3,2056
04-27-18,4,2135
04-27-18,5,2875
04-27-18,6,2527
04-27-18,7,2897
04-27-18,8,2892
04-27-18,9,2226
04-27-18,10,2608
04-27-18,11,2187
04-27-18,12,2299
04-27-18,13,2576
04-27-18,14,2794
04-27-18,15,2737
04-27-18,16,2177
04-27-18,17,2498
04-27-18,18,2475
04-27-18,19,2727
04-27-18,20,2469
04-27-18,21,2021
04-27-18,22,2711
04-27-18,23,2181
04-28-18,0,3002
04-28-18,1,2223
04-28-18,2,2338
04-28-18,3,2666
04-28-18,4,2339
04-28-18,5,2254
04-28-18,6,2816
04-28-18,7,2607
04-28-18,8,3123
04-28-18,9,2801
04-28-18,10,2269
04-28-18,11,2167
04-28-18,12,2275
04-28-18,13,2368
04-28-18,14,2210
04-28-18,15,2950
04-28-18,16,2370
04-28-18,17,2517
04-28-18,18,2822
04-28-18,19,2568
04-28-18,20,2858
04-28-18,21,2667
04-28-18,22,2097
04-28-18,23,2024
04-29-18,0,2717
04-29-18,1,2289
04-29-18,2,2418
04-29-18,3,2541
04-29-18,4,2199
04-29-18,5,2355
04-29-18,6,3121
04-29-18,7,3481
04-29-18,8,3663
04-29-18,9,2615
04-29-18,10,2524
04-29-18,11,2612
04-29-18,12,2804
04-29-18,13,2323
04-29-18,14,2711
04-29-18,15,2971
04-29-18,16,2495
04-29-18,17,2316
04-29-18,18,2065
04-29-18,19,1985
04-29-18,20,2774
04-29-18,21,2122
04-29-18,22,2414
04-29-18,23,2031
04-30-18,0,2554
04-30-18,1,2776
04-30-18,2,1960
04-30-18,3,1905
04-30-18,4,2143
04-30-18,5,2100
04-30-18,6,2992
04-30-18,7,2996
04-30-18,8,3692
04-30-18,9,2601
04-30-18,10,2936
04-30-18,11,2033
04-30-18,12,2647
04-30-18,13,2451
04-30-18,14,2817
04-30-18,15,2886
04-30-18,16,2484
04-30-18,17,2883
04-30-18,18,2617
04-30-18,19,2630
04-30-18,20,2346
04-30-18,21,2021
04-30-18,22,2776
04-30-18,23,2930
05-01-18,0,2635
05-01-18,1,2876
05-01-18,2,2494
05-01-18,3,2381
05-01-18,4,2472
05-01-18,5,2791
05-01-18,6,2247
05-01-18,7,2845
05-01-18,8,2721
05-01-18,9,2370
05-01-18,10,2922
05-01-18,11,2519
05-01-18,12,2813
05-01-18,13,2507
05-01-18,14,2226
05-01-18,15,2117
05-01-18,16,2791
05-01-18,17,3164
05-01-18,18,2142
05-01-18,19,2284
05-01-18,20,2429
05-01-18,21,2540
05-01-18,22,2150
05-01-18,23,2436
05-02-18,0,2994
05-02-18,1,2521
05-02-18,2,2212
05-02-18,3,1893
05-02-18,4,2326
05-02-18,5,2364
05-02-18,6,2636
05-02-18,7,3506
05-02-18,8,2563
05-02-18,9,2732
05-02-18,10,2464
05-02-18,11,2261
05-02-18,12,2203
05-02-18,13,2276
05-02-18,14,2295
05-02-18,15,2585
05-02-18,16,2541
05-02-18,17,2246
05-02-18,18,2398
05-02-18,19,2121
05-02-18,20,2783
05-02-18,21,2206
05-02-18,22,2471
05-02-18,23,2754
05-03-18,0,2190
05-03-18,1,2173
05-03-18,2,1882
05-03-18,3,1876
05-03-18,4,2780
05-03-18,5,2082
05-03-18,6,2113
05-03-18,7,3480
05-03-18,8,3553
05-03-18,9,2458
05-03-18,10,2451
05-03-18,11,2050
05-03-18,12,2430
05-03-18,13,2667
05-03-18,14,2720
05-03-18,15,2928
05-03-18,16,2487
05-03-18,17,3025
05-03-18,18,2704
05-03-18,19,2040
05-03-18,20,2324
05-03-18,21,1903
05-03-18,22,2337
05-03-18,23,2632
05-04-18,0,2165
05-04-18,1,2293
05-04-18,2,2042
05-04-18,3,2711
05-04-18,4,2564
05-04-18,5,2659
05-04-18,6,2370
05-04-18,7,3321
05-04-18,8,2986
05-04-18,9,2849
05-04-18,10,2451
05-04-18,11,2264
05-04-18,12,2622
05-04-18,13,2274
05-04-18,14,2597
05-04-18,15,2032
05-04-18,16,2470
05-04-18,17,2501
05-04-18,18,2161
05-04-18,19,2773
05-04-18,20,1971
05-04-18,21,2541
05-04-18,22,2300
05-04-18,23,2614
05-05-18,0,2070
05-05-18,1,2286
05-05-18,2,1854
05-05-18,3,2599
05-05-18,4,2560
05-05-18,5,3001
05-05-18,6,3044
05-05-18,7,3761
05-05-18,8,3706
05-05-18,9,2218
05-05-18,10,2335
05-05-18,11,1916
05-05-18,12,2203
05-05-18,13,2288
05-05-18,14,2190
05-05-18,15,2153
05-05-18,16,2564
05-05-18,17,2736
05-05-18,18,2794
05-05-18,19,2197
05-05-18,20,2188
05-05-18,21,1885
05-05-18,22,2495
05-05-18,23,2754
05-06-18,0,2573
05-06-18,1,2766
05-06-18,2,2347
05-06-18,3,2437
05-06-18,4,2777
05-06-18,5,2628
05-06-18,6,2661
05-06-18,7,3388
05-06-18,8,2989
05-06-18,9,2709
05-06-18,10,2587
05-06-18,11,2133
05-06-18,12,2110
05-06-18,13,2202
05-06-18,14,2753
05-06-18,15,2688
05-06-18,16,2684
05-06-18,17,2199
05-06-18,18,2501
05-06-18,19,2763
05-06-18,20,1975
05-06-18,21,1956
05-06-18,22,2717
05-06-18,23,2755
05-07-18,0,2654
05-07-18,1,2804
05-07-18,2,2246
05-07-18,3,2584
05-07-18,4,2070
05-07-18,5,2214
05-07-18,6,3084
05-07-18,7,2653
05-07-18,8,3038
05-07-18,9,2391
05-07-18,10,2659
05-07-18,11,2584
05-07-18,12,2455
05-07-18,13,2661
05-07-18,14,2294
05-07-18,15,2005
05-07-18,16,2703
05-07-18,17,3046
05-07-18,18,2238
05-07-18,19,2600
05-07-18,20,2824
05-07-18,21,2711
05-07-18,22,2094
05-07-18,23,2228
05-08-18,0,2615
05-08-18,1,2468
05-08-18,2,2589
05-08-18,3,2386
05-08-18,4,2105
05-08-18,5,2351
05-08-18,6,2902
05-08-18,7,2837
05-08-18,8,3650
05-08-18,9,2199
05-08-18,10,2811
05-08-18,11,2714
05-08-18,12,2478
05-08-18,13,2078
05-08-18,14,2890
05-08-18,15,2674
05-08-18,16,2145
05-08-18,17,2335
05-08-18,18,2224
05-08-18,19,2035
05-08-18,20,2767
05-08-18,21,2264
05-08-18,22,1893
05-08-18,23,2342
05-09-18,0,2593
05-09-18,1,2137
05-09-18,2,2542
05-09-18,3,2267
05-09-18,4,2518
05-09-18,5,2851
05-09-18,6,2130
05-09-18,7,3586
05-09-18,8,3185
05-09-18,9,2857
05-09-18,10,2425
05-09-18,11,2663
05-09-18,12,2156
05-09-18,13,2518
05-09-18,14,2440
05-09-18,15,2765
05-09-18,16,2852
05-09-18,17,2263
05-09-18,18,2893
05-09-18,19,2883
05-09-18,20,2485
05-09-18,21,2323
05-09-18,22,2291
05-09-18,23,2668
05-10-18,0,2660
05-10-18,1,2058
05-10-18,2,2670
05-10-18,3,2458
05-10-18,4,2559
05-10-18,5,2297
05-10-18,6,3079
05-10-18,7,3093
05-10-18,8,3641
05-10-18,9,2696
05-10-18,10,2718
05-10-18,11,2256
05-10-18,12,2168
05-10-18,13,2724
05-10-18,14,1991
05-10-18,15,2683
05-10-18,16,2134
05-10-18,17,2652
05-10-18,18,2038
05-10-18,19,2702
05-10-18,20,2201
05-10-18,21,2490
05-10-18,22,2001
05-10-18,23,2865
05-11-18,0,2748
05-11-18,1,2869
05-11-18,2,2619
05-11-18,3,2293
05-11-18,4,2558
05-11-18,5,2361
05-11-18,6,2791
05-11-18,7,2821
05-11-18,8,3449
05-11-18,9,2475
05-11-18,10,2230
05-11-18,11,2857
05-11-18,12,2253
05-11-18,13,1916
05-11-18,14,2191
05-11-18,15,2826
05-11-18,16,2225
05-11-18,17,2615
05-11-18,18,2525
05-11-18,19,2864
05-11-18,20,2834
05-11-18,21,2066
05-11-18,22,2244
05-11-18,23,2084
05-12-18,0,2775
05-12-18,1,2698
05-12-18,2,2328
05-12-18,3,2279
05-12-18,4,2940
05-12-18,5,2129
05-12-18,6,2500
05-12-18,7,3558
05-12-18,8,2587
05-12-18,9,2381
05-12-18,10,2056
05-12-18,11,2260
05-12-18,12,2712
05-12-18,13,1985
05-12-18,14,2029
05-12-18,15,2049
05-12-18,16,2547
05-12-18,17,2873
05-12-18,18,2389
05-12-18,19,2105
05-12-18,20,2236
05-12-18,21,2175
05-12-18,22,2140
05-12-18,23,2468
05-13-18,0,2304
05-13-18,1,2217
05-13-18,2,2051
05-13-18,3,2390
05-13-18,4,2492
05-13-18,5,2505
05-13-18,6,2683
05-13-18,7,3224
05-13-18,8,3073
05-13-18,9,2784
05-13-18,10,2357
05-13-18,11,2662
05-13-18,12,2212
05-13-18,13,2336
05-13-18,14,2829
05-13-18,15,2153
05-13-18,16,2345
05-13-18,17,2498
05-13-18,18,2966
05-13-18,19,2313
05-13-18,20,2023
05-13-18,21,2204
05-13-18,22,2599
05-13-18,23,2170
05-14-18,0,2664
05-14-18,1,1977
05-14-18,2,2492
05-14-18,3,2107
05-14-18,4,2890
05-14-18,5,2576
05-14-18,6,2503
05-14-18,7,2764
05-14-18,8,3029
05-14-18,9,2382
05-14-18,10,2854
05-14-18,11,2700
05-14-18,12,2379
05-14-18,13,2294
05-14-18,14,2701
05-14-18,15,2267
05-14-18,16,2256
05-14-18,17,2255
05-14-18,18,2300
05-14-18,19,2918
05-14-18,20,2069
05-14-18,21,2715
05-14-18,22,1937
05-14-18,23,2658
05-15-18,0,2692
05-15-18,1,1937
05-15-18,2,2020
05-15-18,3,2643
05-15-18,4,2339
05-15-18,5,2046
05-15-18,6,2898
05-15-18,7,3517
05-15-18,8,3306
05-15-18,9,2932
05-15-18,10,2564
05-15-18,11,1971
05-15-18,12,2611
05-15-18,13,2789
05-15-18,14,2749
05-15-18,15,2446
05-15-18,16,2637
05-15-18,17,2681
05-15-18,18,2325
05-15-18,19,2151
05-15-18,20,2688
05-15-18,21,2282
05-15-18,22,2626
05-15-18,23,2220
05-16-18,0,2794
05-16-18,1,2566
05-16-18,2,2173
05-16-18,3,2441
05-16-18,4,2204
05-16-18,5,2773
05-16-18,6,3073
05-16-18,7,2839
05-16-18,8,3642
05-16-18,9,2470
05-16-18,10,2145
05-16-18,11,2543
05-16-18,12,2081
05-16-18,13,1897
05-16-18,14,1994
05-16-18,15,2861
05-16-18,16,2307
05-16-18,17,2170
05-16-18,18,2271
05-16-18,19,2749
05-16-18,20,2382
05-16-18,21,2172
05-16-18,22,2740
05-16-18,23,2382
05-17-18,0,2294
05-17-18,1,2247
05-17-18,2,1948
05-17-18,3,2373
05-17-18,4,2852
05-17-18,5,2336
05-17-18,6,2289
05-17-18,7,3786
05-17-18,8,3564
05-17-18,9,3116
05-17-18,10,2686
05-17-18,11,2359
05-17-18,12,2072
05-17-18,13,2478
05-17-18,14,2293
05-17-18,15,2024
05-17-18,16,2270
05-17-18,17,2606
05-17-18,18,2766
05-17-18,19,2514
05-17-18,20,2520
05-17-18,21,2342
05-17-18,22,2525
05-17-18,23,2732
05-18-18,0,2748
05-18-18,1,2883
05-18-18,2,2465
05-18-18,3,2593
05-18-18,4,2026
05-18-18,5,2992
05-18-18,6,2141
05-18-18,7,3832
05-18-18,8,2948
05-18-18,9,2569
05-18-18,10,2517
05-18-18,11,2693
05-18-18,12,2335
05-18-18,13,2100
05-18-18,14,2209
05-18-18,15,2207
05-18-18,16,2800
05-18-18,17,3015
05-18-18,18,2694
05-18-18,19,2078
05-18-18,20,2733
05-18-18,21,2488
05-18-18,22,2739
05-18-18,23,2133
05-19-18,0,2695
05-19-18,1,2116
05-19-18,2,2325
05-19-18,3,1982
05-19-18,4,2312
05-19-18,5,2803
05-19-18,6,2450
05-19-18,7,2828
05-19-18,8,3303
05-19-18,9,2375
05-19-18,10,2196
05-19-18,11,2310
05-19-18,12,2182
05-19-18,13,2342
05-19-18,14,2691
05-19-18,15,2333
05-19-18,16,2061
05-19-18,17,2826
05-19-18,18,2507
05-19-18,19,2807
05-19-18,20,2325
05-19-18,21,2055
05-19-18,22,2616
05-19-18,23,2945
05-20-18,0,2922
05-20-18,1,2510
05-20-18,2,2640
05-20-18,3,2223
05-20-18,4,2742
05-20-18,5,2495
05-20-18,6,2422
05-20-18,7,2609
05-20-18,8,3157
05-20-18,9,2787
05-20-18,10,2329
05-20-18,11,2401
05-20-18,12,2676
05-20-18,13,2482
05-20-18,14,2274
05-20-18,15,2722
05-20-18,16,2678
05-20-18,17,3053
05-20-18,18,2842
05-20-18,19,2506
05-20-18,20,2452
05-20-18,21,2107
05-20-18,22,2130
05-20-18,23,2839
05-21-18,0,2680
05-21-18,1,2114
05-21-18,2,1972
05-21-18,3,2360
05-21-18,4,2798
05-21-18,5,2683
05-21-18,6,2930
05-21-18,7,3413
05-21-18,8,2622
05-21-18,9,2525
05-21-18,10,2315
05-21-18,11,2804
05-21-18,12,2163
05-21-18,13,2208
05-21-18,14,2258
05-21-18,15,2406
05-21-18,16,2912
05-21-18,17,2488
05-21-18,18,2749
05-21-18,19,2571
05-21-18,20,2138
05-21-18,21,2627
05-21-18,22,2346
05-21-18,23,2163
05-22-18,0,2756
05-22-18,1,2125
05-22-18,2,2165
05-22-18,3,2249
05-22-18,4,2625
05-22-18,5,2557
05-22-18,6,3054
05-22-18,7,2992
05-22-18,8,3717
05-22-18,9,3076
05-22-18,10,2754
05-22-18,11,2414
05-22-18,12,2262
05-22-18,13,2691
05-22-18,14,2205
05-22-18,15,2353
05-22-18,16,2224
05-22-18,17,2361
05-22-18,18,2315
05-22-18,19,2219
05-22-18,20,2876
05-22-18,21,2578
05-22-18,22,1956
05-22-18,23,2858
05-23-18,0,2386
05-23-18,1,2211
05-23-18,2,1862
05-23-18,3,2134
05-23-18,4,2946
05-23-18,5,2562
05-23-18,6,3114
05-23-18,7,3654
05-23-18,8,3083
05-23-18,9,2190
05-23-18,10,2260
05-23-18,11,2719
05-23-18,12,2744
05-23-18,13,2490
05-23-18,14,2175
05-23-18,15,2927
05-23-18,16,2834
05-23-18,17,2910
05-23-18,18,2641
05-23-18,19,2738
05-23-18,20,2688
05-23-18,21,2465
05-23-18,22,2745
05-23-18,23,2270
05-24-18,0,2369
05-24-18,1,2404
05-24-18,2,1894
05-24-18,3,2180
05-24-18,4,2416
05-24-18,5,2618
05-24-18,6,2222
05-24-18,7,2958
05-24-18,8,3183
05-24-18,9,2366
05-24-18,10,2820
05-24-18,11,2678
05-24-18,12,2248
05-24-18,13,1897
05-24-18,14,2112
05-24-18,15,2328
05-24-18,16,2605
05-24-18,17,2909
05-24-18,18,2408
05-24-18,19,2101
05-24-18,20,2733
05-24-18,21,2338
05-24-18,22,1879
05-24-18,23,2650
05-25-18,0,2953
05-25-18,1,2138
05-25-18,2,2360
05-25-18,3,2767
05-25-18,4,2179
05-25-18,5,2137
05-25-18,6,2252
05-25-18,7,3142
05-25-18,8,2745
05-25-18,9,2842
05-25-18,10,2667
05-25-18,11,2020
05-25-18,12,2167
05-25-18,13,2707
05-25-18,14,2686
05-25-18,15,2334
05-25-18,16,2748
05-25-18,17,2608
05-25-18,18,2755
05-25-18,19,2113
05-25-18,20,2675
05-25-18,21,2712
05-25-18,22,2132
05-25-18,23,2611
05-26-18,0,2420
05-26-18,1,2529
05-26-18,2,2004
05-26-18,3,2293
05-26-18,4,2263
05-26-18,5,2246
05-26-18,6,2251
05-26-18,7,3189
05-26-18,8,2769
05-26-18,9,2782
05-26-18,10,2543
05-26-18,11,2476
05-26-18,12,2237
05-26-18,13,2304
05-26-18,14,2896
05-26-18,15,2880
05-26-18,16,2821
05-26-18,17,2861
05-26-18,18,2174
05-26-18,19,2534
05-26-18,20,2156
05-26-18,21,2277
05-26-18,22,2305
05-26-18,23,2858
05-27-18,0,2456
05-27-18,1,2006
05-27-18,2,1904
05-27-18,3,2316
05-27-18,4,2344
05-27-18,5,2933
05-27-18,6,2694
05-27-18,7,2821
05-27-18,8,2540
05-27-18,9,2923
05-27-18,10,2821
05-27-18,11,1954
05-27-18,12,2531
05-27-18,13,2601
05-27-18,14,2886
05-27-18,15,2356
05-27-18,16,2059
05-27-18,17,2432
05-27-18,18,2145
05-27-18,19,2857
05-27-18,20,2234
05-27-18,21,2071
05-27-18,22,2486
05-27-18,23,2533
05-28-18,0,2657
05-28-18,1,2151
05-28-18,2,2310
05-28-18,3,2300
05-28-18,4,2278
05-28-18,5,2331
05-28-18,6,2224
05-28-18,7,3358
05-28-18,8,2898
05-28-18,9,2916
05-28-18,10,2768
05-28-18,11,2445
05-28-18,12,2264
05-28-18,13,2291
05-28-18,14,2123
05-28-18,15,2066
05-28-18,16,2179
05-28-18,17,2323
05-28-18,18,2621
05-28-18,19,2694
05-28-18,20,2578
05-28-18,21,2101
05-28-18,22,2350
05-28-18,23,2422
05-29-18,0,2699
05-29-18,1,2242
05-29-18,2,2334
05-29-18,3,2055
05-29-18,4,2442
05-29-18,5,2940
05-29-18,6,2112
05-29-18,7,2923
05-29-18,8,3311
05-29-18,9,2255
05-29-18,10,2344
05-29-18,11,2035
05-29-18,12,2814
05-29-18,13,2047
05-29-18,14,2759
05-29-18,15,2314
05-29-18,16,2159
05-29-18,17,2373
05-29-18,18,2795
05-29-18,19,2652
05-29-18,20,2505
05-29-18,21,2654
05-29-18,22,2313
05-29-18,23,2901
05-30-18,0,2290
05-30-18,1,2430
05-30-18,2,1844
05-30-18,3,2518
05-30-18,4,2313
05-30-18,5,2393
05-30-18,6,2903
05-30-18,7,3666
05-30-18,8,3316
05-30-18,9,2143
05-30-18,10,2637
05-30-18,11,2174
05-30-18,12,2755
05-30-18,13,2265
05-30-18,14,2066
05-30-18,15,2298
05-30-18,16,2766
05-30-18,17,3106
05-30-18,18,2071
05-30-18,19,2457
05-30-18,20,2899
05-30-18,21,2521
05-30-18,22,1905
05-30-18,23,2923
05-31-18,0,2796
05-31-18,1,2789
05-31-18,2,2052
05-31-18,3,2675
05-31-18,4,2139
05-31-18,5,2846
05-31-18,6,2318
05-31-18,7,3216
05-31-18,8,2914
05-31-18,9,2657
05-31-18,10,2266
05-31-18,11,2784
05-31-18,12,2700
05-31-18,13,2661
05-31-18,14,2610
05-31-18,15,2586
05-31-18,16,2953
05-31-18,17,3236
05-31-18,18,2806
05-31-18,19,2800
05-31-18,20,2335
05-31-18,21,2300
05-31-18,22,2732
05-31-18,23,2631
06-01-18,0,2807
06-01-18,1,2322
06-01-18,2,1940
06-01-18,3,2381
06-01-18,4,2232
06-01-18,5,2408
06-01-18,6,2240
06-01-18,7,3683
06-01-18,8,3019
06-01-18,9,2387
06-01-18,10,2011
06-01-18,11,2535
06-01-18,12,2481
06-01-18,13,2223
06-01-18,14,2742
06-01-18,15,2233
06-01-18,16,2687
06-01-18,17,2544
06-01-18,18,2686
06-01-18,19,2684
06-01-18,20,2644
06-01-18,21,2607
06-01-18,22,2041
06-01-18,23,1994
06-02-18,0,2976
06-02-18,1,2011
06-02-18,2,2495
06-02-18,3,2633
06-02-18,4,2373
06-02-18,5,2322
06-02-18,6,2646
06-02-18,7,2881
06-02-18,8,2498
06-02-18,9,3046
06-02-18,10,2597
06-02-18,11,2354
06-02-18,12,2445
06-02-18,13,2418
06-02-18,14,2025
06-02-18,15,2299
06-02-18,16,2578
06-02-18,17,3195
06-02-18,18,2649
06-02-18,19,2705
06-02-18,20,2584
06-02-18,21,2339
06-02-18,22,2339
06-02-18,23,2765
06-03-18,0,2774
06-03-18,1,2242
06-03-18,2,2315
06-03-18,3,2457
06-03-18,4,2839
06-03-18,5,2080
06-03-18,6,2178
06-03-18,7,3386
06-03-18,8,2881
06-03-18,9,2202
06-03-18,10,2020
06-03-18,11,2257
06-03-18,12,2866
06-03-18,13,2583
06-03-18,14,2181
06-03-18,15,2509
06-03-18,16,2657
06-03-18,17,2637
06-03-18,18,2684
06-03-18,19,2387
06-03-18,20,2544
06-03-18,21,2167
06-03-18,22,2152
06-03-18,23,2688
06-04-18,0,2606
06-04-18,1,2656
06-04-18,2,2641
06-04-18,3,2310
06-04-18,4,2385
06-04-18,5,2116
06-04-18,6,3056
06-04-18,7,3143
06-04-18,8,3269
06-04-18,9,2541
06-04-18,10,2674
06-04-18,11,2651
06-04-18,12,2059
06-04-18,13,1957
06-04-18,14,2022
06-04-18,15,2524
06-04-18,16,2665
06-04-18,17,2311
06-04-18,18,2588
06-04-18,19,2603
06-04-18,20,2139
06-04-18,21,2327
06-04-18,22,2601
06-04-18,23,2145
06-05-18,0,2107
06-05-18,1,2101
06-05-18,2,1804
06-05-18,3,2690
06-05-18,4,2894
06-05-18,5,2452
06-05-18,6,2396
06-05-18,7,3062
06-05-18,8,2532
06-05-18,9,2219
06-05-18,10,2857
06-05-18,11,2056
06-05-18,12,2415
06-05-18,13,2646
06-05-18,14,2419
06-05-18,15,2676
06-05-18,16,2332
06-05-18,17,2183
06-05-18,18,2106
06-05-18,19,2503
06-05-18,20,2886
06-05-18,21,2292
06-05-18,22,1903
06-05-18,23,2792
06-06-18,0,2165
06-06-18,1,1966
06-06-18,2,2294
06-06-18,3,2553
06-06-18,4,2893
06-06-18,5,2440
06-06-18,6,2425
06-06-18,7,3427
06-06-18,8,2943
06-06-18,9,2470
06-06-18,10,2824
06-06-18,11,2628
06-06-18,12,2845
06-06-18,13,2538
06-06-18,14,2852
06-06-18,15,2624
06-06-18,16,2706
06-06-18,17,2713
06-06-18,18,2364
06-06-18,19,2346
06-06-18,20,2215
06-06-18,21,2064
06-06-18,22,2617
06-06-18,23,2487
06-07-18,0,2051
06-07-18,1,2832
06-07-18,2,2150
06-07-18,3,1945
06-07-18,4,2814
06-07-18,5,2509
06-07-18,6,2846
06-07-18,7,2865
06-07-18,8,2559
06-07-18,9,2776
06-07-18,10,2122
06-07-18,11,2038
06-07-18,12,2740
06-07-18,13,2643
06-07-18,14,2619
06-07-18,15,2133
06-07-18,16,2593
06-07-18,17,2833
06-07-18,18,2956
06-07-18,19,2728
06-07-18,20,2714
06-07-18,21,2183
06-07-18,22,2347
06-07-18,23,2125
06-08-18,0,2076
06-08-18,1,2488
06-08-18,2,2433
06-08-18,3,1861
06-08-18,4,2623
06-08-18,5,2153
06-08-18,6,2652
06-08-18,7,3748
06-08-18,8,3488
06-08-18,9,2653
06-08-18,10,1995
06-08-18,11,2059
06-08-18,12,2731
06-08-18,13,2202
06-08-18,14,2812
06-08-18,15,2876
06-08-18,16,2228
